date,province,total_cases,new_cases,incidence,incidence_trend
2020-05-09,Varese,3164,16.0,1.8081629516452022,6.1671272100756
2020-05-09,Como,3480,10.0,1.673242509729905,4.350430525297753
2020-05-09,Sondrio,1280,4.0,2.2169876680060967,7.442744314020466
2020-05-09,Milano,21272,178.0,5.451215146293158,5.372465649797752
2020-05-09,Bergamo,11717,46.0,4.151152486269612,9.591482763306184
2020-05-09,Brescia,13506,46.0,3.6640627924778384,6.599864657258217
2020-05-09,Pavia,4742,38.0,7.032140583593646,7.111450439799589
2020-05-09,Cremona,6242,23.0,6.462344201310451,5.01734798238389
2020-05-09,Mantova,3250,13.0,3.1947390021109854,1.4042808800487845
2020-05-09,Lecco,2482,34.0,10.15043542382546,8.103288783726207
2020-05-09,Lodi,3264,42.0,18.46868239143053,11.244537918592057
2020-05-09,Monza e della Brianza,5046,31.0,3.5624281050295736,3.7922621763218043
2020-05-10,Varese,3182,18.0,2.0341833206008526,4.5849846273860475
2020-05-10,Como,3496,16.0,2.6771880155678485,3.7050369858305037
2020-05-10,Sondrio,1287,7.0,3.879728419010669,7.205209921019814
2020-05-10,Milano,21376,104.0,3.184979636036452,4.462471468073051
2020-05-10,Bergamo,11741,24.0,2.165818688488493,9.423889650506478
2020-05-10,Brescia,13550,44.0,3.5047557145440194,6.542969272281854
2020-05-10,Pavia,4777,35.0,6.476971590152043,6.027549071651697
2020-05-10,Cremona,6248,6.0,1.6858289220809872,4.8969316308066775
2020-05-10,Mantova,3251,1.0,0.24574915400853733,1.7202440780597612
2020-05-10,Lecco,2486,4.0,1.1941688733912308,8.61507544375102
2020-05-10,Lodi,3271,7.0,3.0781137319050886,9.171522548125365
2020-05-10,Monza e della Brianza,5055,9.0,1.0342533208150375,4.071346405748084
2020-05-11,Varese,3196,14.0,1.582142582689552,4.019933704996923
2020-05-11,Como,3504,8.0,1.3385940077839242,3.7767473791046426
2020-05-11,Sondrio,1288,1.0,0.5542469170015242,5.7008254320156775
2020-05-11,Milano,21490,114.0,3.4912276779630345,4.405596831715257
2020-05-11,Bergamo,11791,50.0,4.512122267684361,9.346538983060462
2020-05-11,Brescia,13620,70.0,5.575747727683667,6.338145886366943
2020-05-11,Pavia,4801,24.0,4.441351947532829,6.450534971416728
2020-05-11,Cremona,6250,2.0,0.5619429740269958,4.294849872920611
2020-05-11,Mantova,3251,0.0,0.0,1.8957791880658592
2020-05-11,Lecco,2536,50.0,14.927110917390383,7.676799900372195
2020-05-11,Lodi,3277,6.0,2.63838319877579,6.847232587299073
2020-05-11,Monza e della Brianza,5074,19.0,2.1834236772761906,3.414677630627426
2020-05-12,Varese,3273,77.0,8.701784204792537,3.0189863567647572
2020-05-12,Como,3546,42.0,7.027618540865602,3.3942919483092355
2020-05-12,Sondrio,1317,29.0,16.0731605930442,4.988222253013717
2020-05-12,Milano,21626,136.0,4.164973370201515,3.8149756079997066
2020-05-12,Bergamo,12294,503.0,45.391950012904665,9.024244535368721
2020-05-12,Brescia,13748,128.0,10.19565298776442,6.235734193409488
2020-05-12,Pavia,4820,19.0,3.516070291796823,5.683873028092609
2020-05-12,Cremona,6255,5.0,1.4048574350674894,3.371657844161974
2020-05-12,Mantova,3255,4.0,0.9829966160341493,1.5447089680536632
2020-05-12,Lecco,2561,25.0,7.4635554586951915,7.165013240347383
2020-05-12,Lodi,3293,16.0,7.035688530068774,6.470320701759674
2020-05-12,Monza e della Brianza,5112,38.0,4.366847354552381,3.3490107531153597
2020-05-13,Varese,3302,29.0,3.277295349856929,3.422594158471276
2020-05-13,Como,3556,10.0,1.673242509729905,3.4660023415833745
2020-05-13,Sondrio,1321,4.0,2.2169876680060967,6.571784873018071
2020-05-13,Milano,21731,105.0,3.2156044402291104,3.3643534891648788
2020-05-13,Bergamo,12318,24.0,2.165818688488493,8.76640897721533
2020-05-13,Brescia,13842,94.0,7.487432662889495,6.656760042234582
2020-05-13,Pavia,4849,29.0,5.366633603268835,5.340196984533521
2020-05-13,Cremona,6273,18.0,5.0574867662429615,2.84985365399405
2020-05-13,Mantova,3266,11.0,2.7032406940939104,1.1234247040390277
2020-05-13,Lecco,2583,22.0,6.5679288036517685,6.482631026980966
2020-05-13,Lodi,3301,8.0,3.517844265034387,4.8370358644222815
2020-05-13,Monza e della Brianza,5141,29.0,3.3325940337373434,3.5952615437856066
2020-05-14,Varese,3322,20.0,2.2602036895565027,3.1804294774473645
2020-05-14,Como,3598,42.0,7.027618540865602,3.179160768486819
2020-05-14,Sondrio,1338,17.0,9.422197589025911,6.3342504800174195
2020-05-14,Milano,21900,169.0,5.175591908559235,3.3906033213300146
2020-05-14,Bergamo,12347,29.0,2.617030915256929,9.05002809118406
2020-05-14,Brescia,13948,106.0,8.44327513049241,6.793308966177856
2020-05-14,Pavia,4896,47.0,8.697647563918457,5.34019698453352
2020-05-14,Cremona,6285,12.0,3.3716578441619744,3.0104087894303344
2020-05-14,Mantova,3275,9.0,2.211742386076836,1.4042808800487845
2020-05-14,Lecco,2599,16.0,4.776675493564923,6.781173245328772
2020-05-14,Lodi,3313,12.0,5.27676639755158,5.0254918071919805
2020-05-14,Monza e della Brianza,5182,41.0,4.711598461490727,3.808678895699821
2020-05-15,Varese,3335,13.0,1.4691323982117268,3.1642851653791038
2020-05-15,Como,3612,14.0,2.342539513621867,3.0835469107879674
2020-05-15,Sondrio,1339,1.0,0.5542469170015242,6.413428611017637
2020-05-15,Milano,21966,66.0,2.021237076715441,3.202479524146542
2020-05-15,Bergamo,12371,24.0,2.165818688488493,8.663274753953973
2020-05-15,Brescia,14008,60.0,4.779212338014572,6.12194342345676
2020-05-15,Pavia,4919,23.0,4.256295616385628,5.842492740504495
2020-05-15,Cremona,6303,18.0,5.0574867662429615,2.930131221712192
2020-05-15,Mantova,3281,6.0,1.474494924051224,1.4042808800487845
2020-05-15,Lecco,2616,17.0,5.07521771191273,4.776675493564922
2020-05-15,Lodi,3325,12.0,5.27676639755158,4.774217216832382
2020-05-15,Monza e della Brianza,5219,37.0,4.251930318906266,3.644511701919656
2020-05-16,Varese,3376,41.0,4.6334175635908315,2.0664719447373736
2020-05-16,Como,3625,13.0,2.1752152626488765,2.390346442471293
2020-05-16,Sondrio,1363,24.0,13.301926008036581,4.829865991013282
2020-05-16,Milano,22041,75.0,2.2968603144493644,3.0537304752107737
2020-05-16,Bergamo,12397,26.0,2.3463035791958675,4.0351264851005855
2020-05-16,Brescia,14091,83.0,6.611243734253492,5.1319637248680285
2020-05-16,Pavia,4944,25.0,4.62640827868003,6.001112452916382
2020-05-16,Cremona,6313,10.0,2.809714870134979,3.21110270872569
2020-05-16,Mantova,3282,1.0,0.24574915400853733,1.369173858047565
2020-05-16,Lecco,2634,18.0,5.373759930260538,5.373759930260537
2020-05-16,Lodi,3341,16.0,7.035688530068774,4.7742172168323815
2020-05-16,Monza e della Brianza,5265,46.0,5.286183639721303,3.7101785794317217
2020-05-17,Varese,3379,3.0,0.33903055343347543,1.7920186395769413
2020-05-17,Como,3629,4.0,0.6692970038919621,2.4859603001701442
2020-05-17,Sondrio,1367,4.0,2.2169876680060967,4.9090441220135
2020-05-17,Milano,22151,110.0,3.368728461192401,2.804357069641986
2020-05-17,Bergamo,12443,46.0,4.151152486269612,4.060910040915925
2020-05-17,Brescia,14147,56.0,4.460598182146934,4.631284337076026
2020-05-17,Pavia,4979,35.0,6.476971590152043,6.159732165328268
2020-05-17,Cremona,6323,10.0,2.809714870134979,3.090686357148477
2020-05-17,Mantova,3291,9.0,2.211742386076836,1.193638748041467
2020-05-17,Lecco,2645,11.0,3.2839644018258842,4.606079940223317
2020-05-17,Lodi,3351,10.0,4.3973053312929835,4.9626731596020806
2020-05-17,Monza e della Brianza,5287,22.0,2.5281747842145363,4.054929686370068
2020-05-18,Varese,3392,13.0,1.4691323982117268,1.630575518894334
2020-05-18,Como,3633,4.0,0.6692970038919621,1.9122771539770345
2020-05-18,Sondrio,1369,2.0,1.1084938340030484,5.2257566460143705
2020-05-18,Milano,22222,71.0,2.1743610976787315,2.4281094752750425
2020-05-18,Bergamo,12463,20.0,1.8048489070737443,4.305853821161647
2020-05-18,Brescia,14158,11.0,0.8761889286360048,4.301291104213115
2020-05-18,Pavia,5022,43.0,7.957422239329652,5.525253315680722
2020-05-18,Cremona,6323,0.0,0.0,3.21110270872569
2020-05-18,Mantova,3291,0.0,0.0,1.1585317260402475
2020-05-18,Lecco,2648,3.0,0.895626655043423,4.30753772187551
2020-05-18,Lodi,3353,2.0,0.8794610662585968,4.648579921652582
2020-05-18,Monza e della Brianza,5296,9.0,1.0342533208150375,3.513177946895524
2020-05-19,Varese,3401,9.0,1.0170916603004263,1.7920186395769415
2020-05-19,Como,3646,13.0,2.1752152626488765,2.414249906896006
2020-05-19,Sondrio,1378,9.0,4.988222253013717,5.3841129080148065
2020-05-19,Milano,22324,102.0,3.1237300276511357,2.4587342794677003
2020-05-19,Bergamo,12607,144.0,12.99491213093096,4.653931824668726
2020-05-19,Brescia,14199,41.0,3.2657950976432906,3.83474894740693
2020-05-19,Pavia,5047,25.0,4.62640827868003,6.133295546592954
2020-05-19,Cremona,6335,12.0,3.3716578441619744,2.8498536539940496
2020-05-19,Mantova,3294,3.0,0.737247462025612,1.018103638035369
2020-05-19,Lecco,2687,39.0,11.643146515564498,3.8383999501860986
2020-05-19,Lodi,3369,16.0,7.035688530068774,4.2088493885232845
2020-05-19,Monza e della Brianza,5338,42.0,4.826515497136842,3.119176681823129
2020-05-20,Varese,3413,12.0,1.3561222137339017,1.8404515757817235
2020-05-20,Como,3660,14.0,2.342539513621867,2.916222659814977
2020-05-20,Sondrio,1383,5.0,2.771234585007621,4.038084681011105
2020-05-20,Milano,22372,48.0,1.4699906012475932,2.515608915825494
2020-05-20,Bergamo,12633,26.0,2.3463035791958675,5.633706945651616
2020-05-20,Brescia,14249,50.0,3.9826769483454765,3.70957910045893
2020-05-20,Pavia,5082,35.0,6.476971590152043,6.34478849647547
2020-05-20,Cremona,6350,15.0,4.214572305202467,2.8097148701349783
2020-05-20,Mantova,3300,6.0,1.474494924051224,1.1234247040390277
2020-05-20,Lecco,2691,4.0,1.1941688733912308,3.5398577318382904
2020-05-20,Lodi,3380,11.0,4.8370358644222815,3.706300207804086
2020-05-20,Monza e della Brianza,5388,50.0,5.745851782305764,2.561008222970569
2020-05-21,Varese,3423,10.0,1.1301018447782514,2.050327632669113
2020-05-21,Como,3678,18.0,3.0118365175138293,3.0596434463632547
2020-05-21,Sondrio,1404,21.0,11.639185257032008,3.879728419010669
2020-05-21,Milano,22455,83.0,2.5418587479906303,2.3143602025594547
2020-05-21,Bergamo,12681,48.0,4.331637376976986,5.968893171251025
2020-05-21,Brescia,14326,77.0,6.133322500452033,3.7437163314447477
2020-05-21,Pavia,5105,23.0,4.256295616385628,5.895365977975124
2020-05-21,Cremona,6365,15.0,4.214572305202467,2.729437302416836
2020-05-21,Mantova,3308,8.0,1.9659932320682987,1.018103638035369
2020-05-21,Lecco,2700,9.0,2.686879965130269,3.1986666251550817
2020-05-21,Lodi,3387,7.0,3.0781137319050886,3.2665696746747876
2020-05-21,Monza e della Brianza,5396,8.0,0.9193362851689223,2.4953413454585034
2020-05-22,Varese,3446,23.0,2.599234242989978,1.9211731361230273
2020-05-22,Como,3713,35.0,5.856348784054668,3.035739981938542
2020-05-22,Sondrio,1407,3.0,1.6627407510045726,4.513153467012411
2020-05-22,Milano,22528,73.0,2.235610706064048,2.20498590187139
2020-05-22,Bergamo,12732,51.0,4.602364713038048,6.329862952665774
2020-05-22,Brescia,14345,19.0,1.5134172403712811,3.6526837154825653
2020-05-22,Pavia,5151,46.0,8.512591232771255,4.86433784729786
2020-05-22,Cremona,6374,9.0,2.5287433831214807,2.9301312217121915
2020-05-22,Mantova,3310,2.0,0.49149830801707467,1.018103638035369
2020-05-22,Lecco,2706,6.0,1.791253310086846,3.2413155134904827
2020-05-22,Lodi,3392,5.0,2.1986526656464918,3.3293883222646876
2020-05-22,Monza e della Brianza,5409,13.0,1.4939214633994986,2.692341977994701
2020-05-23,Varese,3490,44.0,4.972448117024306,1.9211731361230273
2020-05-23,Como,3747,34.0,5.689024533081677,3.3225815550350974
2020-05-23,Sondrio,1414,7.0,3.879728419010669,4.038084681011105
2020-05-23,Milano,22616,88.0,2.694982768953921,1.9249876921099434
2020-05-23,Bergamo,12834,102.0,9.204729426076096,4.769957825837753
2020-05-23,Brescia,14417,72.0,5.735054805617486,3.299932328629109
2020-05-23,Pavia,5184,33.0,6.1068589278576395,4.811464609827231
2020-05-23,Cremona,6383,9.0,2.5287433831214807,2.6090209508396227
2020-05-23,Mantova,3314,4.0,0.9829966160341493,1.1585317260402472
2020-05-23,Lecco,2717,11.0,3.2839644018258842,1.5780088684098406
2020-05-23,Lodi,3400,8.0,3.517844265034387,2.7012018463656897
2020-05-23,Monza e della Brianza,5421,12.0,1.3790044277533833,2.002839764118009
2020-05-24,Varese,3506,16.0,1.8081629516452022,2.0018946964643307
2020-05-24,Como,3757,10.0,1.673242509729905,3.155257304062107
2020-05-24,Sondrio,1416,2.0,1.1084938340030484,3.8005502880104514
2020-05-24,Milano,22680,64.0,1.9599874683301242,2.0124871326603957
2020-05-24,Bergamo,12906,72.0,6.49745606546548,6.987343625956924
2020-05-24,Brescia,14476,59.0,4.699558799047662,3.106488019709472
2020-05-24,Pavia,5202,18.0,3.3310139606496216,4.494225185003458
2020-05-24,Cremona,6391,8.0,2.247771896107983,2.6491597346986944
2020-05-24,Mantova,3320,6.0,1.474494924051224,0.9829966160341491
2020-05-24,Lecco,2720,3.0,0.895626655043423,1.4074133150682362
2020-05-24,Lodi,3403,3.0,1.319191599387895,3.3922069698545867
2020-05-24,Monza e della Brianza,5439,18.0,2.068506641630075,1.2805041114852844
2020-05-25,Varese,3511,5.0,0.5650509223891257,2.034183320600852
2020-05-25,Como,3760,3.0,0.5019727529189716,3.4660023415833754
2020-05-25,Sondrio,1426,10.0,5.542469170015242,3.9589065500108864
2020-05-25,Milano,22726,46.0,1.408740992862277,1.9818623284677372
2020-05-25,Bergamo,12954,48.0,4.331637376976986,7.258070962017985
2020-05-25,Brescia,14479,3.0,0.2389606169007286,3.2544160206480175
2020-05-25,Pavia,5206,4.0,0.7402253245888047,4.124112522709056
2020-05-25,Cremona,6396,5.0,1.4048574350674894,2.5688821669805515
2020-05-25,Mantova,3320,0.0,0.0,0.7723544840268316
2020-05-25,Lecco,2724,4.0,1.1941688733912308,1.2368177617266316
2020-05-25,Lodi,3406,3.0,1.319191599387895,3.7691188553939856
2020-05-25,Monza e della Brianza,5460,21.0,2.413257748568421,1.379004427753383
2020-05-26,Varese,3520,9.0,1.0170916603004263,2.3247809378295456
2020-05-26,Como,3785,25.0,4.183106274324763,2.964029588664403
2020-05-26,Sondrio,1429,3.0,1.6627407510045726,4.117262812011322
2020-05-26,Milano,22764,38.0,1.1637425593210113,1.9862373004952598
2020-05-26,Bergamo,12977,23.0,2.075576243134806,7.3483134073716725
2020-05-26,Brescia,14489,10.0,0.7965353896690953,3.8461280244022023
2020-05-26,Pavia,5229,23.0,4.256295616385628,3.7539998604146527
2020-05-26,Cremona,6400,4.0,1.1238859480539916,2.729437302416836
2020-05-26,Mantova,3327,7.0,1.7202440780597612,1.018103638035369
2020-05-26,Lecco,2724,0.0,0.0,1.0235733200496262
2020-05-26,Lodi,3412,6.0,2.63838319877579,4.146030740933384
2020-05-26,Monza e della Brianza,5460,0.0,0.0,1.6580886571796631
2020-05-27,Varese,3537,17.0,1.9211731361230275,1.6790084550991162
2020-05-27,Como,3792,7.0,1.1712697568109336,2.2230221914983024
2020-05-27,Sondrio,1431,2.0,1.1084938340030484,3.6421940260100154
2020-05-27,Milano,22832,68.0,2.0824866851007573,1.8724880277796723
2020-05-27,Bergamo,13175,198.0,17.868004180030066,6.304079396850435
2020-05-27,Brescia,14522,33.0,2.6285667859080144,3.493376637548746
2020-05-27,Pavia,5252,23.0,4.256295616385628,3.8068730978852816
2020-05-27,Cremona,6416,16.0,4.495543792215966,2.609020950839623
2020-05-27,Mantova,3328,1.0,0.24574915400853733,1.0883176820378082
2020-05-27,Lecco,2724,0.0,0.0,0.8103288783726208
2020-05-27,Lodi,3434,22.0,9.674071728844563,4.271668036113184
2020-05-27,Monza e della Brianza,5466,6.0,0.6895022138766916,1.5267549021555316
2020-05-28,Varese,3549,12.0,1.3561222137339017,1.824307263713463
2020-05-28,Como,3823,31.0,5.187051780162706,2.2947325847724414
2020-05-28,Sondrio,1454,23.0,12.747679091035057,3.7213721570102334
2020-05-28,Milano,22908,76.0,2.3274851186420227,1.732488922898949
2020-05-28,Bergamo,13244,69.0,6.226728729404417,5.930217837528016
2020-05-28,Brescia,14612,90.0,7.168818507021857,3.3226904826196546
2020-05-28,Pavia,5261,9.0,1.6655069803248108,3.595380148002766
2020-05-28,Cremona,6429,13.0,3.652629331175472,2.7294373024168364
2020-05-28,Mantova,3330,2.0,0.49149830801707467,1.298959814045126
2020-05-28,Lecco,2729,5.0,1.4927110917390383,0.9809244317142252
2020-05-28,Lodi,3447,13.0,5.716496930680878,4.4601239788828835
2020-05-28,Monza e della Brianza,5480,14.0,1.608838499045614,1.2969208308633011
2020-05-29,Varese,3590,41.0,4.6334175635908315,1.7920186395769415
2020-05-29,Como,3837,14.0,2.342539513621867,2.2469256559230155
2020-05-29,Sondrio,1459,5.0,2.771234585007621,3.0087689780082734
2020-05-29,Milano,22982,74.0,2.266235510256706,1.6099897061283164
2020-05-29,Bergamo,13302,58.0,5.234061830513858,5.414546721221232
2020-05-29,Brescia,14683,71.0,5.655401266650577,3.356827713605473
2020-05-29,Pavia,5293,32.0,5.921802596710438,3.5160702917968227
2020-05-29,Cremona,6442,13.0,3.652629331175472,2.609020950839623
2020-05-29,Mantova,3339,9.0,2.211742386076836,1.298959814045126
2020-05-29,Lecco,2730,1.0,0.2985422183478077,0.895626655043423
2020-05-29,Lodi,3458,11.0,4.8370358644222815,4.271668036113184
2020-05-29,Monza e della Brianza,5510,30.0,3.447511069383459,1.0014198820590046
2020-05-30,Varese,3594,4.0,0.45204073791130056,1.808162951645202
2020-05-30,Como,3840,3.0,0.5019727529189716,2.270829120347728
2020-05-30,Sondrio,1460,1.0,0.5542469170015242,3.0879471090084913
2020-05-30,Milano,23044,62.0,1.898737859944808,1.6406145103209744
2020-05-30,Bergamo,13323,21.0,1.8950913524274315,5.298520720052205
2020-05-30,Brescia,14724,41.0,3.2657950976432906,3.6526837154825658
2020-05-30,Pavia,5328,35.0,6.476971590152043,3.5160702917968227
2020-05-30,Cremona,6448,6.0,1.6858289220809872,2.568882166980552
2020-05-30,Mantova,3345,6.0,1.474494924051224,1.3340668360463455
2020-05-30,Lecco,2736,6.0,1.791253310086846,1.1515199850558295
2020-05-30,Lodi,3468,10.0,4.3973053312929835,4.020393445753585
2020-05-30,Monza e della Brianza,5514,4.0,0.45966814258446115,1.11633691770512
2020-05-31,Varese,3619,25.0,2.8252546119456285,1.6144312068260733
2020-05-31,Como,3853,13.0,2.1752152626488765,2.342539513621867
2020-05-31,Sondrio,1463,3.0,1.6627407510045726,3.0087689780082734
2020-05-31,Milano,23076,32.0,0.9799937341650621,1.5049903774677738
2020-05-31,Bergamo,13366,43.0,3.8804251502085503,3.7386155932241847
2020-05-31,Brescia,14768,44.0,3.5047557145440194,3.8575071013974753
2020-05-31,Pavia,5338,10.0,1.8505633114720121,2.9873379170905334
2020-05-31,Cremona,6459,11.0,3.090686357148477,2.1674943283898407
2020-05-31,Mantova,3357,12.0,2.948989848102448,1.3691738580475652
2020-05-31,Lecco,2743,7.0,2.089795528434654,1.364764426732835
2020-05-31,Lodi,3474,6.0,2.63838319877579,3.078113731905088
2020-05-31,Monza e della Brianza,5518,4.0,0.45966814258446115,1.4775047440214824
2020-06-01,Varese,3622,3.0,0.33903055343347543,1.5175653344165088
2020-06-01,Como,3854,1.0,0.16732425097299053,1.6971459741546178
2020-06-01,Sondrio,1464,1.0,0.5542469170015242,1.3460282270037016
2020-06-01,Milano,23094,18.0,0.5512464754678476,1.308116636229257
2020-06-01,Bergamo,13374,8.0,0.7219395628294977,2.861974695502652
2020-06-01,Brescia,14774,6.0,0.4779212338014572,3.06097171172838
2020-06-01,Pavia,5339,1.0,0.1850563311472012,2.90802806088459
2020-06-01,Cremona,6461,2.0,0.5619429740269958,1.6858289220809874
2020-06-01,Mantova,3357,0.0,0.0,1.369173858047565
2020-06-01,Lecco,2745,2.0,0.5970844366956154,1.364764426732835
2020-06-01,Lodi,3474,0.0,0.0,2.3871086084161908
2020-06-01,Monza e della Brianza,5521,3.0,0.3447511069383458,1.2969208308633011
2020-06-02,Varese,3632,10.0,1.1301018447782514,1.3076892775291193
2020-06-02,Como,3880,26.0,4.350430525297753,1.7927598318534697
2020-06-02,Sondrio,1468,4.0,2.2169876680060967,1.7419188820047904
2020-06-02,Milano,23139,45.0,1.3781161886696187,1.4174909369173219
2020-06-02,Bergamo,13388,14.0,1.263394234951621,3.055351364117696
2020-06-02,Brescia,14810,36.0,2.867527402808743,3.2657950976432906
2020-06-02,Pavia,5362,23.0,4.256295616385628,2.6436618735314457
2020-06-02,Cremona,6464,3.0,0.8429144610404936,1.605551354362845
2020-06-02,Mantova,3365,8.0,1.9659932320682987,1.5096019460524435
2020-06-02,Lecco,2751,6.0,1.791253310086846,1.4927110917390383
2020-06-02,Lodi,3476,2.0,0.8794610662585968,2.324289960826291
2020-06-02,Monza e della Brianza,5528,7.0,0.804419249522807,0.9357530045469387
2020-06-03,Varese,3637,5.0,0.5650509223891257,1.2915449654608586
2020-06-03,Como,3890,10.0,1.673242509729905,1.936180618401747
2020-06-03,Sondrio,1469,1.0,0.5542469170015242,1.6627407510045726
2020-06-03,Milano,23176,37.0,1.133117755128353,1.4043660208347541
2020-06-03,Bergamo,13465,77.0,6.948668292233916,2.9393253629486695
2020-06-03,Brescia,14861,51.0,4.062330487312386,3.004076326752016
2020-06-03,Pavia,5365,3.0,0.5551689934416036,2.0091830238838986
2020-06-03,Cremona,6470,6.0,1.6858289220809872,1.645690138221916
2020-06-03,Mantova,3367,2.0,0.49149830801707467,1.5096019460524435
2020-06-03,Lecco,2756,5.0,1.4927110917390383,1.2794666500620326
2020-06-03,Lodi,3483,7.0,3.0781137319050886,1.8845594276969926
2020-06-03,Monza e della Brianza,5556,28.0,3.217676998091228,0.9357530045469387
2020-06-04,Varese,3643,6.0,0.6780611068669509,1.1946790930512943
2020-06-04,Como,3894,4.0,0.6692970038919621,1.6493390453051922
2020-06-04,Sondrio,1471,2.0,1.1084938340030484,1.9794532750054434
2020-06-04,Milano,23207,31.0,0.949368929972404,1.4524907131375027
2020-06-04,Bergamo,13466,1.0,0.09024244535368721,2.4752213582725635
2020-06-04,Brescia,14881,20.0,1.5930707793381906,2.7195994018701963
2020-06-04,Pavia,5371,6.0,1.1103379868832073,2.062056261354528
2020-06-04,Cremona,6471,1.0,0.2809714870134979,1.4449962189265606
2020-06-04,Mantova,3369,2.0,0.49149830801707467,1.0883176820378082
2020-06-04,Lecco,2761,5.0,1.4927110917390383,0.980924431714225
2020-06-04,Lodi,3485,2.0,0.8794610662585968,1.6332848373373936
2020-06-04,Monza e della Brianza,5559,3.0,0.3447511069383458,0.9029195657909057
2020-06-05,Varese,3671,28.0,3.164285165379104,1.2592563413243372
2020-06-05,Como,3912,18.0,3.0118365175138293,1.9361806184017472
2020-06-05,Sondrio,1481,10.0,5.542469170015242,2.2169876680060967
2020-06-05,Milano,23306,99.0,3.031855615073161,1.5006154054402514
2020-06-05,Bergamo,13539,73.0,6.587698510819167,3.0295678083023563
2020-06-05,Brescia,14970,89.0,7.0891649680549484,3.3682067906007456
2020-06-05,Pavia,5393,22.0,4.071239285238427,2.0884928800898424
2020-06-05,Cremona,6482,11.0,3.090686357148477,1.645690138221916
2020-06-05,Mantova,3382,13.0,3.1947390021109854,1.1585317260402475
2020-06-05,Lecco,2765,4.0,1.1941688733912308,0.9809244317142252
2020-06-05,Lodi,3495,10.0,4.3973053312929835,1.758922132517193
2020-06-05,Monza e della Brianza,5567,8.0,0.9193362851689223,1.0178366014370213
2020-06-06,Varese,3674,3.0,0.33903055343347543,1.3238335895973803
2020-06-06,Como,3921,9.0,1.5059182587569147,1.5776286520310534
2020-06-06,Sondrio,1481,0.0,0.0,2.4545220610067497
2020-06-06,Milano,23365,59.0,1.8068634473668335,1.5049903774677742
2020-06-06,Bergamo,13551,12.0,1.0829093442442466,3.519455368793801
2020-06-06,Brescia,14988,18.0,1.4337637014043716,3.2316578666574727
2020-06-06,Pavia,5404,11.0,2.0356196426192135,1.612633742854182
2020-06-06,Cremona,6489,7.0,1.966800409094485,1.6456901382219162
2020-06-06,Mantova,3388,6.0,1.474494924051224,1.018103638035369
2020-06-06,Lecco,2766,1.0,0.2985422183478077,0.8103288783726208
2020-06-06,Lodi,3498,3.0,1.319191599387895,2.1986526656464918
2020-06-06,Monza e della Brianza,5571,4.0,0.45966814258446115,1.0342533208150375
2020-06-07,Varese,3693,19.0,2.1471935050786777,1.4045551499386837
2020-06-07,Como,3922,1.0,0.16732425097299053,1.5059182587569142
2020-06-07,Sondrio,1488,7.0,3.879728419010669,2.375343930006532
2020-06-07,Milano,23408,43.0,1.3168665802843023,1.461240657192548
2020-06-07,Bergamo,13558,7.0,0.6316971174758105,2.655706248979938
2020-06-07,Brescia,15007,19.0,1.5134172403712811,2.7878738638418334
2020-06-07,Pavia,5416,12.0,2.2206759737664146,1.6919435990601253
2020-06-07,Cremona,6495,6.0,1.6858289220809872,2.0069391929535563
2020-06-07,Mantova,3388,0.0,0.0,1.018103638035369
2020-06-07,Lecco,2766,0.0,0.0,0.6397333250310165
2020-06-07,Lodi,3500,2.0,0.8794610662585968,2.0101967228767923
2020-06-07,Monza e della Brianza,5573,2.0,0.22983407129223057,0.6074186169866094
2020-06-08,Varese,3700,7.0,0.791071291344776,1.5014210223482483
2020-06-08,Como,3935,13.0,2.1752152626488765,1.5059182587569142
2020-06-08,Sondrio,1492,4.0,2.2169876680060967,2.6920564540074032
2020-06-08,Milano,23437,29.0,0.8881193215870876,1.636239538293452
2020-06-08,Bergamo,13609,51.0,4.602364713038048,3.1455938094713827
2020-06-08,Brescia,15070,63.0,5.0181729549153005,3.4819975605534736
2020-06-08,Pavia,5418,2.0,0.3701126622944024,1.6390703615894961
2020-06-08,Cremona,6502,7.0,1.966800409094485,2.2477718961079827
2020-06-08,Mantova,3390,2.0,0.49149830801707467,1.018103638035369
2020-06-08,Lecco,2768,2.0,0.5970844366956154,0.5544355483602142
2020-06-08,Lodi,3502,2.0,0.8794610662585968,2.3242899608262912
2020-06-08,Monza e della Brianza,5583,10.0,1.1491703564611528,0.7223356526327246
2020-06-09,Varese,3714,14.0,1.582142582689552,1.2754006533925981
2020-06-09,Como,3946,11.0,1.8405667607028955,1.3864009366333498
2020-06-09,Sondrio,1499,7.0,3.879728419010669,2.7712345850076208
2020-06-09,Milano,23483,46.0,1.408740992862277,1.5881148459907033
2020-06-09,Bergamo,13661,52.0,4.692607158391735,2.6428144710722683
2020-06-09,Brescia,15094,24.0,1.9116849352058287,2.810632017832379
2020-06-09,Pavia,5423,5.0,0.9252816557360061,1.6655069803248108
2020-06-09,Cremona,6505,3.0,0.8429144610404936,1.9668004090944848
2020-06-09,Mantova,3394,4.0,0.9829966160341493,0.5968193740207335
2020-06-09,Lecco,2770,2.0,0.5970844366956154,0.5544355483602142
2020-06-09,Lodi,3511,9.0,3.9575747981636855,2.387108608416191
2020-06-09,Monza e della Brianza,5591,8.0,0.9193362851689223,0.9850031626809881
2020-06-10,Varese,3724,10.0,1.1301018447782514,1.3076892775291193
2020-06-10,Como,3953,7.0,1.1712697568109336,1.314690543359211
